rpm,dp,db,rhop,thetap,mu,EB_bp,Jb,U1,U2,ep1,ep2,Sb,t,Rp,Rfe,kp,Pk
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.00 ,0.000000 ,0.000000 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.01 ,0.000000 ,0.000004 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.02 ,0.000000 ,0.000007 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.03 ,0.000000 ,0.000011 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.04 ,0.000000 ,0.000015 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.05 ,0.000000 ,0.000019 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.06 ,0.000000 ,0.000022 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.07 ,0.000000 ,0.000026 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.08 ,0.000000 ,0.000030 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.09 ,0.000000 ,0.000033 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.10 ,0.000000 ,0.000037 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.20 ,0.000000 ,0.000074 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.30 ,0.000000 ,0.000112 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.40 ,0.000000 ,0.000149 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.50 ,0.000000 ,0.000186 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.60 ,0.000000 ,0.000223 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.70 ,0.000000 ,0.000260 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.80 ,0.000000 ,0.000298 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,0.90 ,0.000000 ,0.000335 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,1.00 ,0.000000 ,0.000372 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,1.50 ,0.000000 ,0.000558 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,2.00 ,0.000000 ,0.000744 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,2.50 ,0.000000 ,0.000930 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,3.00 ,0.000000 ,0.001116 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,3.50 ,0.000000 ,0.001302 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,4.00 ,0.000000 ,0.001488 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,4.50 ,0.000000 ,0.001674 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,5.00 ,0.000000 ,0.001860 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,5.50 ,0.000000 ,0.002046 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,6.00 ,0.000000 ,0.002232 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,6.50 ,0.000000 ,0.002418 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,7.00 ,0.000000 ,0.002604 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,7.50 ,0.000000 ,0.002790 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,8.00 ,0.000000 ,0.002976 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,8.50 ,0.000000 ,0.003162 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,9.00 ,0.000000 ,0.003348 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,9.50 ,0.000000 ,0.003534 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,10.00 ,0.000000 ,0.003720 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,10.50 ,0.000000 ,0.003906 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,11.00 ,0.000000 ,0.004092 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,11.50 ,0.000000 ,0.004278 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,12.00 ,0.000000 ,0.004464 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,12.50 ,0.000000 ,0.004650 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,13.00 ,0.000000 ,0.004836 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,13.50 ,0.000000 ,0.005022 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,14.00 ,0.000000 ,0.005207 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,14.50 ,0.000000 ,0.005393 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,15.00 ,0.000000 ,0.005579 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,15.50 ,0.000000 ,0.005765 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,16.00 ,0.000000 ,0.005951 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,16.50 ,0.000000 ,0.006137 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,17.00 ,0.000000 ,0.006323 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,17.50 ,0.000000 ,0.006509 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,18.00 ,0.000000 ,0.006695 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,18.50 ,0.000000 ,0.006881 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,19.00 ,0.000000 ,0.007067 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,19.50 ,0.000000 ,0.007253 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,20.00 ,0.000000 ,0.007439 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,25.00 ,0.000000 ,0.009299 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,30.00 ,0.000000 ,0.011159 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,35.00 ,0.000000 ,0.013019 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,40.00 ,0.000000 ,0.014878 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,45.00 ,0.000000 ,0.016738 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,50.00 ,0.000000 ,0.018598 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,60.00 ,0.000000 ,0.022318 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,70.00 ,0.000000 ,0.026037 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,80.00 ,0.000000 ,0.029757 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,90.00 ,0.000000 ,0.033476 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,100.00 ,0.000000 ,0.037196 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,110.00 ,0.000000 ,0.040916 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,120.00 ,0.000000 ,0.044635 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,130.00 ,0.000000 ,0.048355 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,140.00 ,0.000000 ,0.052074 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,150.00 ,0.000000 ,0.055794 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,160.00 ,0.000000 ,0.059514 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,170.00 ,0.000000 ,0.063222 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,180.00 ,0.000000 ,0.066870 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,190.00 ,0.000000 ,0.070408 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,200.00 ,0.000000 ,0.073790 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,210.00 ,0.000000 ,0.076978 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,220.00 ,0.000000 ,0.079941 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,230.00 ,0.000000 ,0.082652 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,240.00 ,0.000000 ,0.085092 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,250.00 ,0.000000 ,0.087249 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,260.00 ,0.000000 ,0.089116 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,270.00 ,0.000000 ,0.090692 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,280.00 ,0.000000 ,0.091985 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,290.00 ,0.000000 ,0.093006 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,300.00 ,0.000000 ,0.093775 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,310.00 ,0.000000 ,0.094316 ,0.0000 ,0.00E+00
1500 ,15.0 ,0.50 ,4720 ,10 ,2.27E-03,5.96E-16,1.1486 ,2.4157 ,0.2807 ,11.2840 ,0.5744 ,137.83 ,320.00 ,0.000000 ,0.094662 ,0.0000 ,0.00E+00
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.00 ,0.000000 ,0.000000 ,0.0000 ,0.00E+00
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.01 ,0.000622 ,0.000001 ,0.0004 ,2.19E-06
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.02 ,0.001243 ,0.000003 ,0.0008 ,4.46E-06
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.03 ,0.001863 ,0.000004 ,0.0012 ,6.71E-06
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.04 ,0.002483 ,0.000005 ,0.0016 ,8.97E-06
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.05 ,0.003102 ,0.000006 ,0.0021 ,1.12E-05
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.06 ,0.003720 ,0.000008 ,0.0025 ,1.35E-05
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.07 ,0.004337 ,0.000009 ,0.0029 ,1.57E-05
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.08 ,0.004953 ,0.000010 ,0.0033 ,1.80E-05
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.09 ,0.005569 ,0.000011 ,0.0037 ,2.02E-05
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.10 ,0.006184 ,0.000013 ,0.0041 ,2.25E-05
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.20 ,0.012292 ,0.000025 ,0.0082 ,4.49E-05
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.30 ,0.018325 ,0.000038 ,0.0124 ,6.74E-05
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.40 ,0.024285 ,0.000051 ,0.0156 ,8.48E-05
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.50 ,0.030173 ,0.000063 ,0.0185 ,1.01E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.60 ,0.035990 ,0.000076 ,0.0215 ,1.17E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.70 ,0.041739 ,0.000089 ,0.0242 ,1.32E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.80 ,0.047418 ,0.000101 ,0.0267 ,1.46E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,0.90 ,0.053031 ,0.000114 ,0.0290 ,1.58E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,1.00 ,0.058579 ,0.000127 ,0.0312 ,1.70E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,1.50 ,0.085368 ,0.000190 ,0.0394 ,2.15E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,2.00 ,0.110670 ,0.000253 ,0.0443 ,2.42E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,2.50 ,0.134620 ,0.000316 ,0.0481 ,2.62E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,3.00 ,0.157310 ,0.000380 ,0.0504 ,2.75E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,3.50 ,0.178840 ,0.000443 ,0.0521 ,2.84E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,4.00 ,0.199290 ,0.000506 ,0.0530 ,2.89E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,4.50 ,0.218750 ,0.000569 ,0.0539 ,2.94E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,5.00 ,0.237290 ,0.000633 ,0.0547 ,2.98E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,5.50 ,0.254970 ,0.000696 ,0.0554 ,3.02E-04
1800 ,23.4 ,0.50 ,2350 ,60 ,2.31E-03,0.00E+00,1.5286 ,2.4161 ,0.2806 ,11.3300 ,0.5757 ,183.44 ,6.00 ,0.271850 ,0.000759 ,0.0562 ,3.06E-04
